document_no,dominant_topic,topic_perc_contrib,keywords,text
415,1,0.5307,"even, fix, setting, performance, issue, fps, work, pc, beta, low","Its fun when it works. Sometimes drops from smooth fps to a slideshow. Frequently ignores input bluetooth controller. Unable to install more than one ""episode"" at a time because otherwise it wont register that i own them, even though they are all installed. 

just stay away from this unless you can get it for very little money and ""take the risk""."
416,4,0.394,"release, mission, buy, full, wait, content, episode, pay, money, go","I absolutely love this game. It's not completely perfect, but it is still great.

I'm choosing not to recommend it as a sort of protest over the current Elusive Target situation. There are currently 26 missions in this game which are completely inaccessible because they were originally cyclical time-locked content and, now that Hitman 2 has released, are no longer being unlocked. The developers could have permanently unlocked them or could have set them to unlock in cycles automatically, but have done neither.

This review will remain until the Elusive Targets are once again accessible."
417,0,0.5616,"level, way, feel, mission, map, time, make, kill, blood, target","It was fun, but not so fun that I wanted to go back and replay the same map over and over. Only 6 missions seems so limited. I enjoyed Absolution more."
418,4,0.3654,"release, mission, buy, full, wait, content, episode, pay, money, go","Very short game. I done all in 12 hours playing on medium difficulty.
 Missions supposed to be replayed with different constraints on tactics/starting points/suits. Which is not fun at all (for me). I bought for ~15$. And it should cost 5 for such little content."
419,0,0.5799,"level, way, feel, mission, map, time, make, kill, blood, target",pretty boring even for a puzzle game
420,0,0.4062,"level, way, feel, mission, map, time, make, kill, blood, target","2 out of 5 stars

Pros: Breathtaking graphics, stunning theatricality in both cutscenes and gameplay, pulse pounding soundtrack, investing narrative, and competent mechanics.

Cons: Pretends to be open world sandbox by combining rigid, linear level design with ""waiting simulator 2016"", consistently buggy AI, frames plummet during gunfights, and deliberate sections of the game deigned to limit creative play in favor of forcing the player down rigid routes. They actively and deliberately prevent the game's main selling points in favor of artificial difficulty in the form of forced waiting and scripted AI designed to limit mechanics without broadcasting it ahead of time; forcing the player to start over constantly to give the illusion of difficulty.

This should've been a good experience but the engine, level design, and route progression were haphazardly tossed into what might be the best world building and mechanics the industry has ever seen. The developers responsible for the cons seem content to lay out great concepts without following through. Not worth full price for most and not worth any amount of money. The ""game of the year"" crap surrounding this game is the biggest farce in gaming."
421,0,0.7459,"level, way, feel, mission, map, time, make, kill, blood, target","Overalll a well designed fun arcade killing game,  not a real dark assassin's world we used to live in with the original Hitman Series"
422,2,0.459,"online, server, always, save, connection, offline, mode, lose, connect, need",i can't connect online. this sucks
423,3,0.3333,"run, crash, freeze, title, update, minute, driver, launch, stage, load",The animation sucks. Clunky.
424,0,0.7163,"level, way, feel, mission, map, time, make, kill, blood, target","You are the top ICA agent. You get max intell about your mission targets. And when you fly to your mission location... only 2 items are allowed to be taken with you (plus a pistol). For instance, you can take a syringe and a lockpick. But no coins. No-no-no, coins are VERY HEAVY and / or take SO MUCH SPACE in your suit! So you need to place your coins into secret ICA container found somewhere on the level. And yes, this container is so tiny that only coins will fit - you're not allowed to add something else (like an explosive) to that container.
But when you do reach your mission location it's OK to have in your inventory simultaneously: a syringe, a lockpick, a silenced pistol, 15 coins, 3 wrenches, 2 hammers, 3 bricks, a box of unlimited rat poison doses, a bottle of vodka, etc. everything else you can find on the level. Because now everything is weightless / microsized.

Hey, but what about a sniper rifle? At least put it into my precious secret ICA container!.. Nope, sniper rifles are illegal. You will not get any at all. Ever.
Well... You do can unlock it if you gain a high mastery level. On a corresponding mission.
Yes, ICA is very strict about mastery levels. There are lots of threats in the world but we do not allow to use every tool we can buy because... our top agent doesn't have that high mastery level and hasn't completed the mission yet.
Sounds reasonable, right?

Play [url=https://store.steampowered.com/app/6860/Hitman_Blood_Money/]Blood Money[/url] instead - so far it is the best game in the whole series."
425,1,0.5443,"even, fix, setting, performance, issue, fps, work, pc, beta, low",whoever came up with the controls and key bindings for this game must not have EVER played a game on PC before.
426,4,0.6206,"release, mission, buy, full, wait, content, episode, pay, money, go",Buy the new one
427,0,0.771,"level, way, feel, mission, map, time, make, kill, blood, target","I hate, not loving this game. it has soo much to offer and so many ways of furfiling what you want to do. you want to do this, yeah sure whatever you can do that. let me tell you its 100x better than absolution (which i bought by accident thinking it was this game, really excited to murder millions or sneak by undetected. I was very dissapointed) this game though, it wasn't fun for me. i booted it up and played the first few missions and it just felt empty, there was no active disguise ability like there was in absolution with all its flaws. I felt very detached from '47. 
i did love the world that io have created the map design, amazing you feel like this is a lived in and real place
unlike other stealth games, you couldnt really use the map to your advantage it was just there. also unlike other stealth games there were no moments where you had studied a npc's patterns anc cycles aggressively only for them to see a gun in the distance and ruin your perfectly planned assassination.
i think that summerises my review well:
there were no tense moments. there was little to no weight to my actions other than oh, shit theyve seen a body :/ well okay then. 
it all felt dull."
428,0,0.5036,"level, way, feel, mission, map, time, make, kill, blood, target","Broken game, still no patch in 2020 and it has game breaking issues.  Today i climbed a pipe and i cannot grab a ledge to get off the pipe.  The game shows a white square indicating i should be able to, but with no prompt to press x to scale i am unable to get off the pipe. This is just on example if the many broken things with this game. If you  play this game on the xbox 1 you will see that the game has tons of things the steam version does not because this is a broken unpatched game.  It has been patched and actually allows you to play the game."
429,4,0.336,"release, mission, buy, full, wait, content, episode, pay, money, go",It is so bad the creators where so dumb to think this would ever be remotely fun.
430,4,0.4258,"release, mission, buy, full, wait, content, episode, pay, money, go",i dont like it beacuse when the offer ended i have to buy the game
431,4,0.6016,"release, mission, buy, full, wait, content, episode, pay, money, go",instead of being able to play just keeps sending me back to the store to buy the game
432,0,0.784,"level, way, feel, mission, map, time, make, kill, blood, target","Typically my reviews focus on the negative, assume anything not mentioned is great/has no problems.
TLDR: Get it when it's 80% off or it's not worth it. There is not enough content for the money unless you like replaying the same 6 maps over and over.

Technical/Bugs
- Firstly, I could not get more than 30fps. Low GPU utilisation is a known issue that's never been fixed. Being stuck on 20-30 fps affected my aim a lot when I was in combat, but I mostly sneak around, so I put up with it.
- Always online DRM/Software as a service. (personally doesn't bother me, but does bother others)
- Encountered some bugs when trying to kill targets with certain 'accidents' had to take them out in other ways.

Content
- There are 8 levels, if you exclude the training levels, there are only 6. The least of any Hitman game. With that said, the levels are big with many ways to take out your targets. The idea here is for you to replay the levels killing both the same or different targets.
- Personally I think an extra couple of levels were needed, if you are playing for the story it feels like you only get the first quarter of one before they ask you to buy Hitman 2 for the rest.
- Plenty of ways to take out targets. Multiple 'accidents' that can happen, usually a way to snipe your target.
- Speaking of sniping, it's something you have to unlock on each map by doing multiple play throughs first. So if that's your preferred style you'll have to play sneaky first.

Gameplay
- Everything is generally pretty good when it comes to gameplay. 
- There are some maps like Colorado where the AI will spot you doing things through bushes, boxes, clutter, etc.
- There a lot of small things that make the game feel good. Being escorted out of areas you're not supposed to be in, targets going into lockdown if they get alerted, throwing melee weapons to knock out people, securing camera surveillance footage.
- Unfortunately it feels very formulaic if you are doing things the 'right way.' Missions are typically: get disguise, setup 'accidents' for your 2 targets, get camera footage, leave. 


"
433,4,0.3749,"release, mission, buy, full, wait, content, episode, pay, money, go",This game is absolute bullshit. I have never seen so many glitches and stupid AI in my life. I cannot even kill a target without anyone else close by without the entire damn map know who I am and give me a bullet hell to run towards the exit.  This is a horrible follow up to the hitman series and would never pay for such crap. Please just play bloodmoney as this is a horrible follow up. Why do I have to pay for each mission. So basically you have to pay for a story. WHY? This is worse than EA Games. I pretty sure they are jealous that they have not thought of such a money scheme to swindle people out their money. DO NOT BUY!
434,0,0.5636,"level, way, feel, mission, map, time, make, kill, blood, target",Game wise its OK but for me they destroyed weapon collecting like wtf i have to play one mission 20 times to get some weapon. Duno i like Blood Money 10x more then this
435,2,0.4899,"online, server, always, save, connection, offline, mode, lose, connect, need","Seems like a good witty game, but as a single player game obsessed with being online, then having regular connection problems... It's needlessly frustrating to say the least."
436,1,0.5469,"even, fix, setting, performance, issue, fps, work, pc, beta, low","China is conducting a terrible and harmful experiment, using instruments to control human brain waves, and then manipulating people to perform various terrible behaviors




You're welcome, the world should be aware of China's brainwave control technology, which will have devastating consequences for all humankind




This kind of brain wave control technology makes the target be controlled by others without being aware of it. This technology is very scary. The person who is manipulated will mistakenly believe that the behavior after being manipulated is his own behavior.






Only by recognizing facts can one know the right direction"
437,0,0.422,"level, way, feel, mission, map, time, make, kill, blood, target","Got it in March 25, when they handed out 47000 Steam keys.

As someone who played all the hitman games from my childhood, reviewing Hitman seems very difficult. IO interactive made so many wonderful innovations that made the game feel wonderful but at the same time they took steps going to wrong side.

The episodic mechanics of the game is probably what probably became the most idiotic move ever despite the episodes/(Levels) designed heavily for replayability.

People who the buy the game will not able to play ELUSIVE Contracts.Despite paying for the full game.even when purchasing you will see the game advertises access to all missions. i really dont understand why wont the devs let you play singleplayer content being timelocked. it makes no sense at all.

Optimization of the game can be a hit or miss in some levels depending on your hardware,in some levels  i was getting 60+fps while some levels gave me 30-35 fps.

i really cant recommend this to any new people getting into the hitman franchise.


Thank you IO interactive for the Giveaway,looking forward to see hitman in the right direction in future,"
438,4,0.3298,"release, mission, buy, full, wait, content, episode, pay, money, go",A blatant money-grab. HITMAN 1 and 2 should have been one game. And none of this episodic nonsense. Sad to see such a great franchise go so wrong.
439,0,0.362,"level, way, feel, mission, map, time, make, kill, blood, target","I really like this game but I can't recommend it.

It is short compared to previous Hitman games (Blood Money has 11 missions, this one has 6 main missions, 2 of which are pretty bad), but the replayability kinda makes up for it.

The reason I can't give this a good review is the online always DRM. I just don't understand why I have to be online to get a rating on a singleplayer game. The unlocks I don't care that much about. Some people say this is to ""prevent hacking"" but a quick look at the global highscores shows people finishing missions in 0 seconds with a perfect score, and IOI doesn't seem to care about that.

I'll give this a thumbs up if they remove the shit DRM, or at least make it less restrictive (why can't I play my online saves after going offline??)."
440,2,0.474,"online, server, always, save, connection, offline, mode, lose, connect, need","this game is completely invalidated by HITMAN 2, Get that"
441,1,0.3257,"even, fix, setting, performance, issue, fps, work, pc, beta, low","This review should be read as NEUTRAL. I recomened playing it, but you should buy it as low as you can. The online compenant is pervasive and unnessary, . There's too much walled off content that can't be played anymore. seriously why even have offline mode if most the content gets locked out. I had to restart the game because it glitched and thought I didn't own any dlc. The optimization is pretty bad, low res low settings  has about the same perfomance as high res high settings.  That said, the good this is the actual gameplay.  good graphics, voice actor, music, etc. The level design is Top notch. There's a lot of replability but most of it will be locked out when they decide to shut the servers off."
442,0,0.6144,"level, way, feel, mission, map, time, make, kill, blood, target",It is a good game at first but after that it gets very repetitive and frustrating. Not for me. Otherwise it could be a good game
443,2,0.9197,"online, server, always, save, connection, offline, mode, lose, connect, need","The consistent updating of savegames with server which fails most of the time, I have unsaved progress for this reason. It ruined my single player experience. And the problem is with your servers not my internet connection. Atleast have good server if you decide to tie up a single player savegames and features with constant server connection updation. It is plain silly to tie a single player game to online servers. Even more so, the way this is done with Hitman: every single interesting feature requires a stable connection, which the game servers do not provide."
444,0,0.6726,"level, way, feel, mission, map, time, make, kill, blood, target","- online-DRM
- software-as-a-service
- very repetitive, too much sandbox"
445,4,0.2954,"release, mission, buy, full, wait, content, episode, pay, money, go","LMFAO its been a few YEARS now and this garbage excuse of a company refuses to release any patch/fix for this game in regards to its 100% chance crash anytime you load any map to play the game. I have never seen such BS with any other game or company, this is absurd these thugs can get away with it. I bought Hitman 2016 on both accounts, and I have Hitman 2, all of which behave this same way.

And that will be the end of me and this company and series. No problem!"
446,2,0.51,"online, server, always, save, connection, offline, mode, lose, connect, need",Another potentially good game ruined by the lack of very basic functionality. It has very low FOV and there is no way to change it. Such a shame...
447,0,0.5319,"level, way, feel, mission, map, time, make, kill, blood, target","After the screw up that was Hitman Absolution we finally get a superb Hitman game. This is such huge improvement over the older games. Better stealth mechanics, story(what little there is), and, above all, much better experimentation in stealth killing. Listing out the opportunities and the large amount of challenges for each mission as well as being able to achieve them without having to reach the end of the level increases the ease of experimentation. It was so nice to be able to simply load a previous save and change my tactic to go for different challenges and still earn the rewards for previous kills that were no longer possible in the later changed tactic. The challenge system gave this game SO MUCH value despite it only being 6 levels.

As for the cons, most of this game's value is tied to an always-online system. All progression, unlocks, challenges, and achievements(EVEN ACHIEVEMENTS?? WTF!!!). If you dont have a reliable connection or any internet this game could be considered a terrible Hitman game of the modern age.

As mush as i want to give this game a thumbs up, this game gets a negative review from me. At least Denuvo was removed, but its always-online system will ruin this great game for quite a few people."
448,0,0.4647,"level, way, feel, mission, map, time, make, kill, blood, target","I played the first 3 missions or so to the free season, but after buying the whole game, I didnt even finish season one before realizing that its incredibly dull. Im at the extremists compound, and theres only a little bit of story between each mission, but it feels like little more than just being sent on contracts. I know, I know, Im a Hitman. but I have to say, i liked Absolution FAR more!  This just feels like trial and error. And while I appreciate the multiple paths, its almost TOO much! the levels feel much larger than needed for comlpetion, and the opportunities are given to you at the beginning. Its like just going and following the marks on the map! they can be turned off, but then youre kindve left clueless, because the areas are so large.

I dont know. at first glance, it seems great. but, its just not. I find myself just wanting to get through it, to see the story. Completely bogged down by the mundane missions. 

Its also online at all times.. For a single player game.. I have no interest in creating, yet another, account for a single player game, the password to which ill forget the next game I purchase from this developer! So i dont get any of the added goodies, if there are any...

If you enjoy replaying each mission over and over again, just to try different ways to kill, or if you care about a leaderboard, then you MIGHT enjoy it. But, I just dont see it. Otherwise, I do not recommend. Its just very bland, and repetitive. Thankfully, I bought it on sale, and went with my gut. Not purchasing Hitman 2!  Plus, 47 looks a bit strange...

Edit: The counter on the store page says Ive played 24.7hrs in total, and 15hrs in the last 2 weeks.. Ive never had this game before yesterday, so i dont understand how its claiming I have almost 10hrs more playtime, from a period before it was ever installed on my PC/account"
449,3,0.3522,"run, crash, freeze, title, update, minute, driver, launch, stage, load","DON'T BUY THIS GAME, not at least without checking out various forums. It's an absolutely stunning game, but keeps crashing constantly. Initially it crashed after an hour or two into the game, but then, it refuses to even launch. Crashing immediately after hitting ""Play"" on Steam.
I've tried everything suggested on forums -- updated drivers, uninstalled and reinstalled the game, no difference. So anyone wants to buy, get it at your own risk."
450,2,0.6363,"online, server, always, save, connection, offline, mode, lose, connect, need",Always Online DRM
451,3,0.3334,"run, crash, freeze, title, update, minute, driver, launch, stage, load",The game keeps crashing...
452,2,0.7393,"online, server, always, save, connection, offline, mode, lose, connect, need","The connection to the servers is horrible and this makes the game unplayable. Needless to say that I have checked my side of the connection manifold. It is plain silly to tie a single player game to online servers. Even more so, the way this is done with Hitman: every single interesting feature requires a stable connection, which the game servers do not provide."
453,0,0.7804,"level, way, feel, mission, map, time, make, kill, blood, target","OPTION FOR ASSASINATION:

RPG, AR15, M4, KNIFE ,PIANO WIRE.

GAME:ONLY WEAPSON U CAN USE IS COINS  AND RAT POISON TO DROWN UR TARGET IN TOILET WATER."
454,0,0.6851,"level, way, feel, mission, map, time, make, kill, blood, target","Better than Absolution, though that's not saying much. However, it doesn't hold a candle to Blood Money. The bad voice acting in particular threw me off. Why's everybody all around the world speaking in perfect North American English? In Blood Money and the predecessors they spoke their real native languages, which made it more immersive."
455,2,0.4929,"online, server, always, save, connection, offline, mode, lose, connect, need","As much as I liked the game play itself, I don't like the fact that the Elusive Targets are now apparently permanently unplayable, and with them, there are things in the game that can never be unlocked by me.

Yeah, sure, I [i]could've[/i] completed all of them when they were happening the first and second time, but life happened, and so I couldn't. 

It'd be another thing if there were more chances, 'cause really, in a single-player game, what's the point of not having everything be unlockable somehow, aside from punishing players for not playing the game?"
456,2,0.391,"online, server, always, save, connection, offline, mode, lose, connect, need","Always online DRM, threw me out of the game for two weeks because the server was down. Might very well be my last IOI game."
457,2,0.4151,"online, server, always, save, connection, offline, mode, lose, connect, need",FORCE CLOSE !???
458,0,0.6078,"level, way, feel, mission, map, time, make, kill, blood, target","My biggest gripe with this game is the requirement to be online to play.  I got the game from Humble, otherwise I would have never bought it.  It looks and sounds great and has very big and detailed maps.  I get the gameplay, I just don't really care for it.  Too much waiting around for my taste.  Plus there are only like 6 levels.  Even the DLC just reuses those same 6 levels.  Lame."
459,1,0.7055,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Such a poor PC optimization. Frequently crushes and goes to black screen in random moments.
460,0,0.7398,"level, way, feel, mission, map, time, make, kill, blood, target","Wow what a fucking waste of time and money.
This game is shit. Completely unrealistic. Standing around for so long just waiting for some guy to move away from the guards. 
A guard nearby leaning on the wall so you cannot subdue him. Standing there all day long wtf.

The golfer guy that you have to get his disguise, standing by the pool, not moving from there for I dunno, 30 minutes of game time? So I am forced to take out so many guards just so I can get the disguise.
Some people are for some reason suspicious of me, who knows why?? 

It is just a frustrating experience unfortunately. The whole setup of this game just feel so fake and unrealistic.
You just randomly appear somewhere within the game map, and are given some ""opportunities"" to complete your objectives. Sometimes the opportunities fail for who knows what reason. 
It is just not fun for me. Yeah.. I have to admit, I suck at the game... I just wish there was an easier difficulty level so that I can have fun with it, not spend hours just to complete one bloody map."
461,1,0.6034,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Fuck off bitch show us your tits.
462,0,0.672,"level, way, feel, mission, map, time, make, kill, blood, target","I don't know how or why, but on the 2nd mission i went into an apartment and punched a guy unconscious and everyone on the street were alerted. Also i swear there have been soo many times where i set up multiple traps for my targets yet none of them fell for one of them, so everytime i ended up going guns blazing."
463,4,0.4072,"release, mission, buy, full, wait, content, episode, pay, money, go","Very detailed missions but shortest game ever... That plot can be written easily by my cousin during a session in the toilet. Finished in less than 5 hours. Absolution is a better game, go for that one instead of playing this seasonal one..."
464,4,0.7023,"release, mission, buy, full, wait, content, episode, pay, money, go","Idiots.
made the fking episodes as DLC and i downloaded all of them within 2 days and then i can't play the game because it says you should download the DLCs again after i have already downloaded them.
Game crashes when playing certain missions and episodes."
465,0,0.4751,"level, way, feel, mission, map, time, make, kill, blood, target","I bought this game hoping it would deliver the freedom and ""sandbox"" type experience but as I played I was beginning to feel the the boundaries to freedom this game has. Most of the time i ended up following the game instruction to complete the mission because the game wants you to do that. Moment when the main guy is alone and for u to kill using your own plan is very rare but when you play it according the game's so called Intel you will often find no challenge in beating the mission."
466,0,0.5706,"level, way, feel, mission, map, time, make, kill, blood, target",I can't wear women's clothing.
467,4,0.4573,"release, mission, buy, full, wait, content, episode, pay, money, go","(Same Review Posted for Hitman 2 as my opinion is the same.)

I have not only played but worked to get the Silent Assassin rating on every Hitman game since Blood Money. I'm at the point now where I simply cannot recommend these games anymore. Not because they are bad, but because they are so stupidly expensive and monetized for how little you get.

Blood Money had 13 missions (about the same as Hitman 1 and 2 combined) and, even at release, costed a mere fraction of what these games do. This is the better game of HItman 1 and 2 so if you have to get one, get this one. The story took me significantly longer to finish than Hitman 2 (7 hours).

If you bought everything for both games at retail with all DLC, my quick math tells me that'd be roughly $180. Let's be clear, this is not a $180 game. Not even close.

It's disgusting what IOI has done to this franchise and I simply can't support it anymore.

Don't even get me started on how stupid it is that you have to be always online to play a single player game."
468,4,0.3454,"release, mission, buy, full, wait, content, episode, pay, money, go","Update: Runs fine on my desktop (ryzen 2700x + vega 64). 

Not playable.  Black screen on launch then quits.  Hope you have better luck.  Windows 10 fresh install, intel i7 9850 with RTX2060 mobile."
469,4,0.6094,"release, mission, buy, full, wait, content, episode, pay, money, go","good game but screw that marketing move

is this early access or what? story is unfinished. half the game. you need to buy hitman 2 too..

"
470,0,0.3426,"level, way, feel, mission, map, time, make, kill, blood, target","Not so much a free roam killing game as a scripted setpiece simulator with a step by step guide.
Also the contextual controls are awful, not being able to chocke out a guard because one of you is standing on a slop and then instead having him turn 180 degrees in a split second and punching him in the face, allerting everyone around you as well.
On top of all that you have always online with server issues that will constantly interrupt your gameplay without it even being your fault."
471,2,0.7167,"online, server, always, save, connection, offline, mode, lose, connect, need","the game is great but a large chunk of content is locked behind always online DRM, which the store page doesn't warn about.
"
472,0,0.4357,"level, way, feel, mission, map, time, make, kill, blood, target",pretty slow and boring
473,0,0.6816,"level, way, feel, mission, map, time, make, kill, blood, target","The game expects you to know literally every detail of the game and the missions, to play the game you probably have to have a guide, you actually have to know every single detail to even know what to do and not be caught, in the end you feel like a speedrunner and its not really immersive"
474,0,0.7653,"level, way, feel, mission, map, time, make, kill, blood, target","I just cannot get into this game at all. It's not like the old Hitman games. It's almost impossible to achieve a silent assassin rating without cheesing it unless you follow a ludicrous sequence of events that the game directs you to do. Even then you have to play the level multiple times to memorise where things are. There is no flow to the game whatsoever, no sense of accomplishment and there is no real choice in this game, just an illusion of choice."
475,3,0.3595,"run, crash, freeze, title, update, minute, driver, launch, stage, load","Would be great if it worked, after numerous settings changes and a few hours of trouble free gameplay, all I get is the game launching to a black screen and then crashing to desktop. This is on a 6700k and 1070, which was more than capable of playing the game smoothly for what little time I got to enjoy it."
476,4,0.6346,"release, mission, buy, full, wait, content, episode, pay, money, go","Love the Game, Not worth the price."
477,0,0.5472,"level, way, feel, mission, map, time, make, kill, blood, target","Linear gameplay where I felt there was little to no creativity on how you kill. Either go out with a bang or follow the prompts scattered around. Very short, not a lot of content for the price."
478,0,0.7919,"level, way, feel, mission, map, time, make, kill, blood, target","If you like the Hitman series, get this game when it's majorly on sale--I did, and I still feel a little cheated. It's super short (took me only 16 hours taking my sweet time and beating most missions without changing my suit) and it's sad excuse for a story ends before it really even gets interesting.

I will say that this game was better than I expected. My favorite Hitman game was Hitman: Absolution, so I wasn't crazy about the many little ways in which this game departs from that formula, which I thought was perfect: the disguise system, the combat, blending in, pre-targeted shots, etc. Still, a lot of the classic elements are there and many are done very well. It's pretty fun to play, and I like the fact that it gives you hints along the way for completing specific challenges/kills, which makes it flow more smoothly. Still, it's lame that there's too little indication about whether you are still on-track to finish challenges about remaining unseen, etc.; this can lead to finishing a long level thinking you're going to get the challenge and then being sadly disappointed with no real explanation.

I think the worst part about this game, however, is really the story. Hitman games can have odd and somewhat stupid stories, but still somehow Hitman: Absolution's ridiculous and over-the-top characters were far more interesting than the small amount of story given in this game. This game takes place earlier, though still a good 20 years after 47 started his career. When the game gets to hinting about 47's origin it's half interesting, but otherwise the story is sparse and mostly uninteresting. While it's nice that each level takes place in an exotic location, there's no fluid movement between missions, so you don't get those interesting missions where 47 is being hunted down and has to either switch to more violent tactics or else get even more sneaky.

In conclusion: not a bad game, but nowhere near worth the asking price of all of the DLC levels."
479,0,0.7827,"level, way, feel, mission, map, time, make, kill, blood, target","Probably a big improvement from Absolution's same outfit means everyone wearing that outfit can call you out.
Still crashes every time I kill the target, I don't know why."
480,0,0.5302,"level, way, feel, mission, map, time, make, kill, blood, target",World of the game is too artificial. It feels like decoration. I think it's step backward in comparison with Absolution.
481,4,0.5333,"release, mission, buy, full, wait, content, episode, pay, money, go","I heavily disliked this Hitman game it did not feel very much like Hitman.... Most of the missions were horrible... The only 2 I liked was 

1.  Sapienza

2. Paris

3. Bangkok


All the other levels I did not like much at all and they felt bland..


Overall I was disspointed with this game was expecting more out of a Hitman game only buy this if on sale for 5-10 bucks.. its not worth anymore money. But overall just stay away from this game.

"
482,0,0.548,"level, way, feel, mission, map, time, make, kill, blood, target","[b]Hitman(2016) is a game about the professional assassination of high value targets using a wide array of tools in a variety of locales across the globe. It boasts intricate level design, many different abilities and interactions, and tons of NPCs. It's fairly dark, touting a more realistic and sober tone when it comes to violence. It's greatly hindered by its invasive DRM, which requires you to always be online, and greatly increases the game's loading times. It's great for what it is, but it's hard to recommend it to anyone other than fans. At the most, get it an episode at a time, and be sure you have a lot of bandwidth to offset the load times.[/b]


Hitman(2016) is split into several episodes, each revolving around one destination and a slew of important targets. You play as Agent 47, a contract killer who infiltrates secure locations and assassinates high profile targets. You use a variety of tools and disguises to inch your way closer to your prey, ultimately silencing the target with varying degrees of subtlety.

Each location is massive, with many items, npcs, and various pathways and side routes. It's quite impressive how dense and complex these locales are. Tools, switches, explosives, and even poisonable foods are present in abundance, just waiting to be tinkered with. The game can also handle hundreds of NPCs on screen at any given time, making locations feel vibrant and bustling.

A large portion of the game can be boiled down to learning the environment. The actual assassination is usually quick and simple, but the setup can take hours to jimmy into place. Expect plenty of reloading because of tiny mistakes as you plot out your mission strategy.


Alongside the core assassinations, the game features a lot of extra playtime in the form of challenges, escalations, and contracts. 

Challenges are fairly simple, being something akin to mini-achievements for each level. Some challenges are unique assassinations you wouldn't have thought of. Others are exploring odd locations or trying out unique infiltrations.

Escalations are tiered assassinations, that raise in difficulty as you complete them, and are usually focused on killing specific NPCs in a stock level. 

Contracts are user-generated assassinations, created by another player using the in-game contract creator, usually in the form of assassinating random NPCs in a stock level.

It's tough to say whether or not these features are entertaining. If you're the kind of person that wants a ton of replayability, you're likely to enjoy the challenge and escalation system. If you want user-generated content, you might enjoy the contract system. If you care for none of those things, then the game might end up being a bit short.

To put it into perspective, if you simply do each assassination once and don't bother with challenges or escalations, it'll likely take you 5-6 hours to complete. With challenges and escalations, it's probably closer to a hundred or so.

Some might see the glut of content as more of a good thing, others might feel cheated by a ton of padding and asset reuse. These extra features amount for 95% of the playtime.


Predictably, the game can be quite dark and violent at times. Hitman's atmosphere is very sterile, with a tone that feels very blunt or even relatable. This is a stark contrast to other shooters or violent games in general. Most shooters display a degree of hyper-reality, which helps detach from the nature of killing something. Team Fortress 2, Borderlands, Wolfenstein, GTA, Fortnite, etc. Even realistic games have a degree of separation, as you never really get to know the person you're shooting, or see their reaction to being shot. They are just faceless targets.

Killing someone in Hitman feels very real, and by extension makes the combat feel very blunt. It makes little attempt to glorify, moralize, or soften the grim nature of what Agent 47 is doing. You might pull a gun on someone, only to have them start pleading for their life, or panic and run away. It's not presented as comical, it's more frantic and unnerving.

There is something about watching a target interact with their friends or colleagues on their normal routine, luring said target to a remote location using a simple deception, watching in horror as they realize they are about to die, and then slowly strangling them to death with fiber wire. It's not glorious or righteous, it's just business.

If you have any kind of empathy for others, you're likely to feel a unsettled by some of the interactions. Throwing people in a fridge, stealing people's clothing, inducing vomiting, killing civilians, and chipping live people in a wood chipper. I'm not saying Hitman is wrong for its portrayal of the subject, or that people should be outraged or appalled, but it's worth pointing it out because it might affect one's enjoyment of the game. 

It is quite surprising to see a game that's a violent power fantasy, but also isn't trying to romanticize the sobering reality of contract wetwork.


Despite being an impressive piece of game design, it has a particularly huge fatal flaw.

[b]The DRM system in this game is incredibly aggressive, and agonizingly slow.[/b]

The game requires a constant internet connection, and constantly syncs your data with the Hitman servers. All challenges, unlocks, and progress requires contact with their servers. If you're offline for whatever reason, you can still play, but none of your accomplishments will be saved.

To make matters worse, the game interacts with the DRM every time you transition between menus, load a game, or load a level. These processes are extremely slow, meaning you're likely to spend a lot of time just waiting for icons to load on the level select menu, or for loading a quick save, or starting a new level, or restarting a level because you took the wrong gear. To give you an idea, a level load takes about 40-60 seconds. Menus take 3-7 seconds per transition.

Confusingly, your load time is based on your internet connection. I happened to test the game on multiple connections at different speeds. On a 50mb/s connection? 60 second load times. On a 1gb/s connection? 15 seconds. I toggled between them multiple times, and on a slow connection, the level would be loaded from my SSD long before the server finished validating. On a 1gb connection, the validation finished almost instantly, leaving a 12 second window for my SSD to finish up the level load.

If you don't have a good internet connection, the DRM could ultimately make this game unplayable, or at the very least, painful. For every little mistake, you've got a 60 second quick load to look forward to. This is a single player game, you shouldn't need a 500mb/s+ internet connection. It's just unacceptable.


I can't say if this is necessarily a game that most people will enjoy. I'm reminded of the Batman Arkham games. If you already enjoy Hitman, then this is a obvious buy. If you don't know anything about Hitman, or don't care for the concept, then you may not enjoy this. The best I can recommend is just trying an episode at a time. For the record, I struggled to finish this game due to boredom at the halfway point.


Hitman(2016) is a simple yet interesting concept that's executed extremely well. It's world is densely populated and surprisingly complex. It's tone is a stark contrast to the usual violence in video gaming, favoring something that is more realistic and stoic, than extravagant and detached. It's weighed down by an oppressive DRM system that constantly impacts one's ability to enjoy the game. If you're a fan, it's an no-brainer. Otherwise, pick it up an episode at a time, and get a faster internet to improve the load times.


[url=https://store.steampowered.com/curator/33370076/]Steam Curator[/url]"
