document_no,dominant_topic,topic_perc_contrib,keywords,text
166,3,0.372,"horror, time, enemy, feel, level, look, go, make, shoot, really","Oh my god. All I want is to just sit and try to enjoy good games but it is impossible with this one. This piece of shit old game keeps on randomly crashing at certain points. Sometimes it's immediately after loading a map, other times it's in the middle of the game and I can't alt+tab or ctrl+shift+del my way out of it and the only way is to do a forced restart. I'm already at Interval 5: Blindside and I'm already losing interest on trying to finish the campaign. You know what, I'm not even gonna bother playing its DLCs extraction and perseus mandate cause I know it'll be the same."
167,1,0.6614,"run, work, fix, even, issue, try, make, problem, new, fps","Game doesn't even boot up, apparently is very common and none of the ''fixes'' works."
168,1,0.6368,"run, work, fix, even, issue, try, make, problem, new, fps",Solid 8 fps. Simply unplayable on modern hardware
169,1,0.5333,"run, work, fix, even, issue, try, make, problem, new, fps","game runs like absolute trash on newer graphics card, im on a 1050 ti and it is horrible"
170,3,0.7616,"horror, time, enemy, feel, level, look, go, make, shoot, really","This is neither a great FPS nor a great horror game.

As an FPS, it is generic fights with generic soldiers in boxy locations. It just doesn't feel like you're in a real building, it feels like randomly connected corridors of generically decorated locations. When this game came out, Half-Life 2 was blowing people away, and even Half-Life 1 released six years earlier had better graphics. Even with low polygon counts, HL1 had better designed buildings and more varied and memorable locations. In this game, there's offices, labs, generic industrial buildings... meh.

The hot graphics trend back in 2004 was pixel-perfect stencil shadowing, and most of the graphics effort in this game is put towards that and moody lighting, which also kills the immersion because it's utterly fake - you can walk up to a pitch-black corridor, even needing your torch to see down it, and immediately once you turn the corner, it's fully lit. That's not how light works in real life, you numbskulls, look up radiosity some time!

The horror in this game is nothing but a few set-pieces every few levels, and there's nothing much to be scared of, as the supernatural entities fall easily to your arsenal of guns. Play the Resident Evil series instead for a real scare!"
171,1,0.7874,"run, work, fix, even, issue, try, make, problem, new, fps","It's a good game, but good luck trying to get it to work with a modern PC and widescreen resolutions."
172,4,0.4381,"fear, buy, worth, well, even, great, sale, bundle, really, price","This game is fantastic, but having to heavily mod the game for modern machines to get it to run correctly is too much of a hassle for most people. That, and seeing that WB is forcing you to buy all the games in one purchase is one of the scummiest things I've ever seen a company do.

Don't support that garbage. Just watch a playthrough on Youtube instead."
173,1,0.5961,"run, work, fix, even, issue, try, make, problem, new, fps","Poo preformance, don't care if the game is good or not. I don't want to go to device manager to fix it"
174,1,0.6267,"run, work, fix, even, issue, try, make, problem, new, fps","it's a great purchase if you like spending 2 hours troubleshooting deprecated windows audio codecs from the early 2000s.
EDIT: if you have dedicated sound hardware. don't try to play FEAR or Condemned using it."
175,3,0.6037,"horror, time, enemy, feel, level, look, go, make, shoot, really","""Disconnected from server""

I'm playing single player.."
176,3,0.5069,"horror, time, enemy, feel, level, look, go, make, shoot, really","Embarassing and childish horror elements inbetween boring COD-style factory and office building maps. So shameful that this game is still on lists of ""horror"" games - the most half-baked ""creepy little girl is scary"" horror sequences this side of The Ring, plus the game requires excessive troubleshooting to run above 15 frames per second"
177,2,0.7204,"story, scary, buy, way, series, boring, repetitive, whole, make, first","The first two F.E.A.R games are fantastic, but the fact that you have to buy the whole series (including the practical joke that is the third game) in order to experience them is a true testament to how scummy WB games are. Highway robbery."
178,4,0.5734,"fear, buy, worth, well, even, great, sale, bundle, really, price","I really want to give this game a better review, but its graphical performance is terrible. No matter which settings I use, I get consistently awful framerates (<15fps). Keep in mind that I'm playing much newer games with better performance, like Crysis 3. I am simply confounded as to why it's so terrible, and I am left with just two options: either the optimization in this game was always terrible, or it just doesn't work well with Windows 10 (my current OS).

Don't buy this game."
179,4,0.6457,"fear, buy, worth, well, even, great, sale, bundle, really, price",my save game in gone f...in. shit
180,1,0.4459,"run, work, fix, even, issue, try, make, problem, new, fps","Only giving it a negative review because the game loves to crash, if you're gonna play this do it on another system because the PC version just did not work."
181,1,0.9256,"run, work, fix, even, issue, try, make, problem, new, fps","I've tried everything to make this game run, i put the dll file in, i've tried every compatability mode, ive tried disabling full screen functions.  THis. game. does. not. work. whatsoever.

I have zero idea why this game is up on here if it doesnt even work.  FEAR 2 and 3 run fine, but this one for some reason does not want to open up.  I have Windows 10, and an Alienware m17R3.  This game can run on my laptop."
182,0,0.5618,"read, control, continue, head, huge, spook, borderline, grenade, pew, review","[i]Condemned: Criminal Origins[/i] but not scary, challenging, nor interesting. just a glorified [i]Half-Life[/i] clone with an ill-fitted Halloween costume."
183,4,0.6703,"fear, buy, worth, well, even, great, sale, bundle, really, price","To old, yet has horrible frame rate"
184,1,0.6715,"run, work, fix, even, issue, try, make, problem, new, fps","Make sure your NEW PC can run this game. Do any fan made updates and pray it works for you. Game crashes constantly, buggy, and graphical glitches. Game is really made for potato PCs since it's an older game. And as soon as Steam realizes that, maybe they'll actually update and fix it's older games library for newer, high end PCs. All in all, it's still a good classic game. Still, purchase with caution."
185,3,0.547,"horror, time, enemy, feel, level, look, go, make, shoot, really","[h1]Gimme the gist of it, Tiwill.[/h1]
You shoot dudes in the head, move forward, rinse and repeat.

[h1]Okay but is it [i]good[/i]?[/h1]
Depends who's asking. If you were to take Half-Life, keep only the shooting segments, give it a slightly darker vibe and add amateur JPEG jumpscares that will either make you laugh or roll your eyes... would that make for a good game? You be the judge. If that sounds like something you might enjoy, then yeah, sure, go for it.

[h1]Hmm, but do [i]you[/i] like it though?[/h1]
Ye it's ok.

[h1]I don't believe you, Tiwill.[/h1]
Okay fine, you got me. I'll give you the full critique.

[quote=Warner Bros. Entertainment]""Be the hero in your own cinematic epic of [b]action, tension[/b] and [b]terror[/b].""[/quote]

Maybe I should have read that before buying this game, because that's a very contradictory statement right off the bat. 

[b]Action[/b] is the antithesis of [b]tension[/b].
Action is loud, fast-paced, empowering.
Tension requires subtlety and a sense of vulnerability.

This game is about as subtle as a stick of TNT exploding in the middle of a library. 
There's nothing tense about a game designed to make you feel like ""the hero of a cinematic epic of action"".

As for terror, a game [i]can[/i] achieve it through action, but the stakes need to feel high, and the player needs to feel constantly at risk of dying to powerful or relentless predators, which are usually terrifying in their visual and audio design. If the player is fighting for dear life and feeling like prey in a dangerous environment, that is terror through action.

This game is not that. All you do is shoot generic armed soldiers in the head using the exact same weaponry as them. You've got more assault rifles, grenades and medkits than you know what to do with, and you can even slow down time. You have no reason to be afraid. If anything, you're the one they should f.e.a.r.

There is no story hook, either. No characters to get attached to, no sense of urgency. If that long-haired loli was meant to be scary, she wasn't. All she does is interrupt the game with cutscenes. Truly, the most fearsome ability of all.

[h1]Okay okay I get it, it's neither a good horror game nor a good story game. But is it a fun shooter? Is it güd schüt? If I just wanna go kerblam pew pew, is it [b][i]fun[/i][/b]?[/h1]
I mean, there are worse games. But the movement and controls leave a lot to be desired.
If it's trying to be a fun shooter, here's a list of things I don't like about it.
- The ADS button is toggle-only.
- There's no crouch-jumping.
- There's no sprint button.
- There's no reason for this game to have a slow-mo mechanic, when there isn't even a way for you to go fast.
- The FOV gets all distorted like a fishbowl when you look up or down. Never seen that before.
- There's a very strange jitter in the camera if you walk forward and backward, where it doesn't feel like it was made to be played on keyboard & mouse, even though it's an FPS.
- I normally love peek mechanics in first-person PC games (Q and E), but they managed to screw that up too. The character leans way too low, it's like he has to crouch just to peek around a corner. It's just awkward.
- The melee attack moves the camera around like crazy, so when you try to punch furniture for fun, you have to account for the camera movement of the animation, otherwise you'll miss the chair you're trying to whack. Just.. why.
- I once got stuck for like 30 seconds trying to jump out of water. Actually, it happened twice. You know when you're trying to get out of water in a FPS and the game just refuses to let you climb out? Yeah. I had to turn around and repeatedly jump backwards until it worked. Quality.

[h1]Wow, that doesn't sound very good Tiwill. Is there anything you even like about this game?[/h1]
Honestly, I think the way the AI screams out what it's gonna do next is very silly, but it gives you the impression that the AI in this game is very intelligent, which blows people's minds and makes them want to leave a positive review. That's pretty cool.

In all seriousness, this game has pretty good lighting. Yeah, I like the lighting. That's it everyone, review's over, ten outta ten would appreciate shadow technology again.

[h1]Wait! Before you go, can you give an example of an action FPS that [i]did[/i] make you feel terror?[/h1]
Sure. I haven't played a ton of horror action games, but here's a few:
- Dying Light, at night (in the game).
- Some maps in the first Killing Floor can be scary when things go wrong and you and your allies get overwhelmed.
- I guess I can mention Prey, as it did a lot of things right on that front, at least in the first half of the game or so.
- Metroid Prime has its moments."
186,1,0.5029,"run, work, fix, even, issue, try, make, problem, new, fps","Amazing game, a classic, but a bad port. Just like Condemned needs some quality of life fixes to make it to run properly on newer computers. Really shouldn't have to fix these problems from a game I've paid money for. We also don't know how long the fixes could stick around- they may be harder to find years from now."
187,4,0.5084,"fear, buy, worth, well, even, great, sale, bundle, really, price","Crashes constantly. Shitty framerate despite being almost 16 years old.

When I played the game when it came out, I didn't have this problem. Like what the fuck did you do to it?"
188,2,0.6736,"story, scary, buy, way, series, boring, repetitive, whole, make, first","I expected a scary tactical shooter. What I got was a power trip with cheesy jump scare. I can see the appeal, but not my thing. Feels like you're playing as Doom Guy and the pacing was just... off."
189,1,0.665,"run, work, fix, even, issue, try, make, problem, new, fps","Firstly this classic isnt the issue, the actual game still holds up well with gunplay and plot being solid. 

The issue is like most older games on modern hardware and OS systems FEAR sits in the category of games that require 3rd party fixes that hardly work to fix the issues.
For example certain keyboard/mouse brands will for some reason make the game run at around 25-30fps for no reason. I have a complete corsair setup and am having this issue, apparently any logitech gear also creates this problem.
There is also a significant input lag on some occasions to which is one of those situations where no one has a fix for this only endless forums of complaints 
As much as I LOVE this series its probably better picking it up on the xbox 360 or ps3 to replay as on PC its ASS"
190,4,0.6256,"fear, buy, worth, well, even, great, sale, bundle, really, price","Save your money. This game was brought to the Steam platform with ZERO upgrades to performance or the game. I have a Ryzen 6 core clocked @ 3.7 GHZ and 32 GB of ram and the game still lags at full settings. IT WAS MADE IN 2005. Are you kidding me? My specs should allow running at full graphical settings but it STILL LAGS. The developers are clearly crap and don't know how to optimize anything,"
191,3,0.7809,"horror, time, enemy, feel, level, look, go, make, shoot, really","This is a classic FPS in all his name, I would have played it at release date , I think I would have loved it but in 2021, this not comparable to today's FPS (and I am not talking graphic wise). The story is at best ok, the enemies type are too few, the levels designed are really boring. However, the IA of enemies is what kept me playing it to the end. So play it if you want to play a classic of 20 years ago, if you are looking for new game to play, look elsewhere."
192,3,0.7458,"horror, time, enemy, feel, level, look, go, make, shoot, really","The game does a lot of things right but doesn't hit it home with the actual important things. I would not recommend this game on the basis that the story is pretty cliché and all around just mediocre, and that gameplay is repetitive and not enjoyable due to bad gunplay. I must say that the AI still to this day does impress me at times, especially through their intelligent flanks. 

This game was well ahead of it's time in many ways and will forever be a classic FPS. If you want to play it for that specific reason like myself, fine. I do not, however, think that the game holds up to modern standards unfortunately. Because of this I would only recommend it for the aforementioned reason or if you want to play it for potential nostalgia."
193,2,0.4543,"story, scary, buy, way, series, boring, repetitive, whole, make, first",They locked the only good game in a trilogy out behind a 54.99 bundle. Pathetic
194,2,0.6147,"story, scary, buy, way, series, boring, repetitive, whole, make, first","I think this game is probably like predominantly for people who have nostalgia for it. Trying to play it for the first time now I just found it annoying. Endless cut-scenes, overly complex controls trying to incorporate every mechanic ever. A product of its time (and I generally like retro shooters)."
195,1,0.7403,"run, work, fix, even, issue, try, make, problem, new, fps",Unplayable. Doesn't support modern resolution. Lowering all settings to low produces avg/max FPS of 6.
196,3,0.4724,"horror, time, enemy, feel, level, look, go, make, shoot, really","The game is bug. In the first scene, it jumped from the car and then cannot be moved."
197,3,0.7784,"horror, time, enemy, feel, level, look, go, make, shoot, really",Amazing physics and enemy ai. Level design hasnt aged well. I cant recommend this especially for the extreme price unless you look up some gameplay first. It was a blast back in the day but I have to keep looking up guides for some ladder or vent hidden in shadow that only becomes obvious after the fact and after a LOT of back tracking.
198,3,0.6938,"horror, time, enemy, feel, level, look, go, make, shoot, really","2005: AI is soooo smart! And there is the light, and the sound, you can break glass, bullets leave holes, there are horror scenes and environmental kills! Best FPS ever!

2021: The light and sound are good. Particles, smoke and bullet holes are also kind of cool considering the age. But anything else is mediocre. 
Now, that famous AI is simply not impressive anymore and even on high difficulty it often acts stupid: performs useless (but ""cool-looking"") jumps from ladders, throws grenades into walls, and gets easily killed by a player who simply sits behind a corner holding Q, E or Ctrl and just shoots mindlessly. 

Pretty much all the ""mind-blowing"" features of the F.E.A.R. AI are present in the modern games, and with the AI being out of the equation, the game has nothing else to offer. Horror episodes are plain boring and not scary, levels are boring and huge, so you will spend a lot of time running along empty halls and storage rooms. The gunplay starts to get tedious after 2-3 hours of playing, because you realize that in general, everything will be the same of the rest of the game: enemies, shooting, guns, maps and the overuse of the bullet-time.

To summarize:
It was a good game back in 2005, with a number of interesting features, but unless you are a game archeologist - there is no reason to play it now."
199,4,0.6172,"fear, buy, worth, well, even, great, sale, bundle, really, price",Performance drops really bad after every autosave. I would have to close program and reopen to return to normal. Feels like a bad port.
200,4,0.5391,"fear, buy, worth, well, even, great, sale, bundle, really, price","It's not worth spending 50 bucks if you're wanting to only play this game; not to mention, the other two games aren't even that good when held against this one."
201,4,0.5901,"fear, buy, worth, well, even, great, sale, bundle, really, price",I LOVE the game but this negative review is because of the bundle. Just get the game and expansions from places like GOG or get a steam key from Green Man Gaming or G2A.
202,1,0.5668,"run, work, fix, even, issue, try, make, problem, new, fps","Love the game, played it when it was released. But I couldn't fix the screen lag, which apparently is really common. I'd say save your money, unless you're okay with having to fix it. 

Great game


Just not a great port ig"
203,0,0.3718,"read, control, continue, head, huge, spook, borderline, grenade, pew, review",The ginger chubby guy pissed me off . So i uninstalled it
204,1,0.4475,"run, work, fix, even, issue, try, make, problem, new, fps","I think this game is alright, my only real complaint is that I had to quit the game several times because the screen would get all buggy by dropping the FPS in a strange way, other than that its a good game that I would probably replay after a LONG time because the buggy screen dies down the replay ability

to explain the screen bug and FPS drop, I will play the game for about ten minutes with great frame rates, then it will seem out of nowhere the screen will act up, then the frame rate will just drop and it slows the game down horribly, I don't know why a game that came out so long ago would run so badly on a computer that is still very new, hell Quake 1,2, and 4 run 10x better than this game and I never get FPS problems with those games"
205,4,0.6067,"fear, buy, worth, well, even, great, sale, bundle, really, price","This isn't really a review on the game, but just a comment that this game runs like absolute shit on an amd ryzen 5 3600x rtx 2070 super and 16 gigs of ram.  I can't run the game above 11 fps.  Game could be a fucking masterpiece for all I know, but if the game runs like absolute piss then its not worth the hassle of trying to play this shit performing game"
206,4,0.445,"fear, buy, worth, well, even, great, sale, bundle, really, price","This game is horrid. To all F.E.A.R. fans, I have only one question: Why?"
207,3,0.7406,"horror, time, enemy, feel, level, look, go, make, shoot, really","F.E.A.R's gameplay consists of either slowly walking through dark, empty hallways or fighting stupid AI. Combat is painfully easy, even on the hardest difficulty. Every fight consists entirely of poking your head out from behind cover and picking off a handful of clones one by one. As for the story, it wasn't particularly engaging and what I assume were meant to be ""horror"" elements were mostly just annoying. 
Surely it was a masterpiece in it's heyday, but in 2021, it doesn't have much value beyond nostalgia."
208,3,0.8693,"horror, time, enemy, feel, level, look, go, make, shoot, really","[h1]More than just outdated, it's painfully [u]boring[/u] [/h1]
I have some choice words for this game, and if it's the best one in the series, this franchise as a whole is a drawn-out joke that took too long to finish. No wonder Warner Bros. is letting it rot. 

The selling points of this game according to its fans and or marketing come down to three things: 
[olist]
    [*]The mingling of the lighting with the textures
    [*]The horror elements
    [*]The intelligent AI along with the shooting gameplay,notably the most beloved.
[/olist]

Exactly 0 of these points end up being interesting/fun, but rather novelty. It's not enough to call this game obviously aged and from 2005; the game forces you at every opportunity it has to ""experience"" its technology meant to compete on the level of other games at the time. Doom 3, Half-Life 2, S.T.A.L.K.E.R, and other games from the early-mid 2000s tried really hard to be technically impressive. How well this works out varies per game, but for F.E.A.R, it pushes its aspects every other minute which quickly dissipates how exciting they are, as exciting as 2005 technology can be 16 years later. Hard light is everywhere and while in itself feels natural, the level design is too excited to show it whenever possible. Lights produce jagged, completely black shadows too often and look wrong. I am fond that the player's shadow is dynamic and works with the lighting, but the lighting itself always feels plastered to distract from the unimpressive environments. The textures themselves are okay and look good for 2005, but do not make up for the cheap design tricks at every corner. It feels very phony and forced

The story is embarrassing and not engaging one bit. It's not a good kind of campy; it's the kind that makes you roll your eyes to the back of your head. From start to finish, the game is cheesy and tries to take itself half-seriously, making its cliche story even more of a slog to bother with. The plot twist of the Point Man being part of the same overdone ""experiment gone wrong"" trope does not strike the player with any sense of shock or interest, as well as its other tired moments. No revelation keeps me awake, and none of the horror is any good. The ending of the game, a cliffhanger with a jumpscare followed by credits, is blatantly rushed and unsatisfying, making a stance for the game's direction as a whole. Word-of-mouth is that the horror element is a secondary interest at best, but that does not stop it from being relevant in both the game's marketing and set pieces. It's most definitely there, and none of it is scary at all. There is no sense of buildup at any point of the game despite how dark it can get; none of it gets oppressive or makes you feel dread to enter another room. ""Iconic"" antagonist Alma is obviously influenced by The Ring's Samara but holds none of the latter's suspense or visual menace to back up being anything other than a cheap visual gag. The overuse of flames in a dark room or a laboratory hall in nightmare sequences never changes or spices up whatever lack of tension is supposed to occur in them. Finally, the poorest offender of the terrible horror is its forgettable sound. All fantastic horror games make special use of sound design from uneasy ambiance, to dead silent set pieces, to rampant music that pressures the player. Effective sound design does not exist in this game's horror, making it all feel simply shoed-in and exhausting to bother proceeding with. 

Ignorant fans and players in general are quick to dismiss story in games, especially if the gameplay itself is spectacular enough to hold your attention. Giving F.E.A.R the benefit of the doubt, say we can ignore the story or even the horror; all that is left is its reputable lighting tricks, already labeled unimpressive, and the gunplay. Unfortunately, what praise I can give to it is that it is ""serviceable"" at best. The gimmick of the game is its use of on-demand slow motion, available to be activated at your pleasure at any given moment. Initially, it is a fun spectacle. Activating the reflex meter has the world slowly pace so that you can aim your shots carefully, see ragdolls fly or explode, or quickly escape. Amusing at first, but quickly it loses charm. Many of the weapons you use in the game either lack substantial ammunition, become ineffective against later enemies, or are not satisfying to use. Why are the SMGs and most common assault rifles in forced burst fire? It feels jarring in a game that lets you emphasize precision, adding to an unsatisfying experience. Not all weapons are bad: the pistols and particularly the 10mm feel nice and fair in their abilities to make precise shots and eliminate enemies. The shotgun has a reputation, but I find that it only lives up to it on weak enemies such as grunts or ATC. Otherwise, its slow rate of fire and thus slow time to kill betrays its image as an overpowered killing machine. The overall mundane gunplay combined with the gimmicky slow-mo makes shooting become boring and more of a chore needed to proceed. There are other trivial elements such as being able to shoot your grenades mid-air, commit some takedowns, and shoot incoming projectiles, but these abilities are both redundant and ineffective. It's difficult to encourage these minor traits when you have to force them to happen, all the while simply shooting is much more effective and easier. Enemy AI lets you know that the game further attempts to be technologically impressive, and while it mostly works in the game's favor for how it plays out, it is most definitely overly hyped. Enemies flank, throw grenades, take notice of where you are, and cooperate, yet it feels half-baked because the environments themselves are claustrophobically linear and don't give AI room to flourish as much as they deserve. It is too easy to peak corners or bait with a flashlight + followed by trip mine and makes NPCs look like chump change. 

All together: the story is cringy, the horror is terrible, the environments are outrageously dated, and the acclaimed gunplay turns out to be average at best. The formula of the entire game is walk point A to point B, kill a squad of clones, experience an unscary scripted event, and repeat. It is dull and not worth sitting through for more than 2 hours, let alone 10

[h1]3/10[/h1]"
209,3,0.8221,"horror, time, enemy, feel, level, look, go, make, shoot, really","Really easy and really boring fps. 

1. the game showers you with medpacks so much so it made me wonder if I played on easy would I have drowned in them?

2. the enemy AI tries to outwit you but fails miserably every time often repeating the same tactic as their fallen comrades in exactly the same place and way

3. speaking of the enemy the poor bastards stood no chance with the lean mechanic which made me practically invulnerable to attack in corridors and tighter spaces.

4. open spaces with limited cover is where the enemy shined as they could effectively flank for once until i got a scoped burst weapon and picked em off from afar

5. the enemy notices the light verbally but unless they have line of site act like nothing happened.

6. the combat scenarios are spaced far apart often padded out with ""horror"" which mostly consists of dark spaces and random static here and there with Alma playing peakaboo every now and again.

7. the torch is utter trash so much so that i would have traded it for a candle lit lamp as it would have probably pierced the darkness further than 5 metres.

8. the guns have no iron sight but all have minor zoom so......why?

9.bullet time is good it activates when you choose it to but it basically eliminates any difficulty of enemies.

in summation the only time i died was when i ran around serious sam style with a shotgun avoiding cover and got swamped   by shotgun units. This game is more about atmosphere and in my opinion is basically a dull walking simulator with the occasional shooting range so you dont fall asleep."
210,1,0.4013,"run, work, fix, even, issue, try, make, problem, new, fps",wouldn't run
211,0,0.3314,"read, control, continue, head, huge, spook, borderline, grenade, pew, review","steam realized this game was so bad and laggy they unlisted it, good on them id say. this game is a hunk of poop"
212,2,0.3997,"story, scary, buy, way, series, boring, repetitive, whole, make, first",Game does not load level 2. Stuck and no activity at all. Too much hassle. Requested for a refund. Not recommended.
213,1,0.4995,"run, work, fix, even, issue, try, make, problem, new, fps","Game doesn't work correctly anymore, but it was awesome. It's better than #2, but 2 is still a good game that works on modern hardware. FEAR 3 was ruined by the COD craze of that era."
214,2,0.5553,"story, scary, buy, way, series, boring, repetitive, whole, make, first","F.E.A.R. is a fantastic game with one of the best combat gameplay I've ever seen. Don't buy it. Warner Bros are cucks and won't even sell it to you on its own, they force you to buy all 3 games (and the expensions). Don't do it. The ONLY good fear game is the first one. 2 and 3 are both terrible. Buy the first game on GOG or from third-party sellers."
215,1,0.4953,"run, work, fix, even, issue, try, make, problem, new, fps","I just downloaded the FEAR collection. I've played FEAR 3 (looks nice and performs well!) a few times and intend on playing it quite a bit more but can't get FEAR 1 to perform well on a 2020-age computer. Firstly, a 16:9 aspect ratio is shown to be non-optimized. Secondly, the game runs for about a minute at 220 FPS then drops to a maximum of 10! When I go look in the settings, it's automatically dropped down to a lower resolution and won't regain more than 10 FPS until I relaunch the game, then one minute later of game play, back to 10, which is pretty much unplayable.

I usually like starting a new series on the first but I won't do it on this 2005 game. Even when the game launches at the right resolution, it looks very old, but it is a 2005 DX9 game after all. Maybe they should ""remaster"" this one."
216,2,0.7378,"story, scary, buy, way, series, boring, repetitive, whole, make, first","Honestly, for me the game was just okay. So if I were to honestly answer if I would expect to recommend this game to someone, my answer would be no. It isn't that it's *bad*, per say. It just isn't amazing. It's not something that I am gonna run and tell my friends about. It has some fun gunfights, but that gets repetitive. The story is pretty interesting, and the mad psycho flashes you get can be pretty scary.

It's pretty obvious that the people who are giving rave reviews have got some serious nostalgia vision going on, because while it is a technically decent game, it's really not the masterpiece that people make it out to be."
217,4,0.764,"fear, buy, worth, well, even, great, sale, bundle, really, price","Don't buy the FEAR complete pack. FEAR is available for 10 dollars on humblebundle and GOG and the only installment that's worth your time is the first game. The publisher even knows that the first game is the only worthwhile one that's why the only way you can buy it is through the overpriced bundle. Save your money and buy it on Humblebundle or GOG
2024 and you still can't buy FEAR on it's own from steam"
218,4,0.8334,"fear, buy, worth, well, even, great, sale, bundle, really, price","Great game, but you have to buy the entire fear bundle just to get it for some fucking reason. Buy it on GOG, the other two are barely worth playing."
219,1,0.6912,"run, work, fix, even, issue, try, make, problem, new, fps",Unplayable with 25 framerate and screen tearing.
220,4,0.7715,"fear, buy, worth, well, even, great, sale, bundle, really, price","VERY GOOD GAME 
but...
On steam you are forced to buy all 3 FEAR games and IT IS NOT WORTH IT
FEAR 2 is... underwhelming and FEAR 3 in not even a FEAR game.

YOU CAN BUY FEAR 1 AND ALL OF ITS DLC's ON GOG.COM FOR ABOUT $10
if you get it on GOG, then this game is a fucking classic, great AI, great effects and fun combat"
221,1,0.7702,"run, work, fix, even, issue, try, make, problem, new, fps",Would not properly boot up and caused my PC to crash. Will edit this review after I find a solution.
222,3,0.4615,"horror, time, enemy, feel, level, look, go, make, shoot, really","https://youtu.be/6tPZ1s8Jiwk

Fifteen years after the release the core mechanics of this FPS classic are far courser than the modern versions. It is hard to go back and not constantly feel this impact of time."
223,3,0.6288,"horror, time, enemy, feel, level, look, go, make, shoot, really",You fight the same enemies for 8 hours..
224,1,0.8054,"run, work, fix, even, issue, try, make, problem, new, fps","Won't run at all on current machines. I've tried the quick fix options setting the compatibility for XP SP 2 and disabling full screen options but they don't work. Once they start saying that the fix requires copying and pasting and renaming files in hidden folders, ""I'm out"" and I'm asking for a refund. We shouldn't have to jump through so many hoops just to get a game to work AT ALL. This includes The DLCs."
225,4,0.3442,"fear, buy, worth, well, even, great, sale, bundle, really, price","Poorly optimized, can't pass from chapter 2 because the game stops working."
226,4,0.6501,"fear, buy, worth, well, even, great, sale, bundle, really, price","absolute shitstain vomit

I spent more time patching and configuring the damn game than actually playing this mess"
227,1,0.644,"run, work, fix, even, issue, try, make, problem, new, fps",will not start at all gets stuck in a black zoomed in screen with my mouse cursor spinning tried looking for any fixes but couldnt find any im pretty mad rn
228,3,0.7317,"horror, time, enemy, feel, level, look, go, make, shoot, really","F.E.A.R. doens't hold up too well. The AI isn't as much to celebrate nowadays as when the game first came out, and while nothing stands out as being bad, the entire game is a little too much like Doom 3 to me (not my favorite series)."
229,3,0.7125,"horror, time, enemy, feel, level, look, go, make, shoot, really","Easily the best game in the trilogy and one of the greatest FPS games of all time. One of the few games that has the greatest Ai I've ever seen in a video game! The enemy soldiers act and fight dynamically! The shooting is also great and has the best slow motion mechanic since Max Payne 1 and 2! Also the story is generic and the game isn't really scary despite being action ""horror"" and seeing the same little girl creeping on you gets old fast. I would recommend the Max Payne Trilogy over this game easily as the Max Payne games have more variety and much better looking scenery! It makes up for it's repetitiveness with it's amazing Ai and shooting and gunplay! No firefight and gun battle is the same! You can reload the same checkpoint and do the game firefights over and over and it will be at least slightly different each time! The multiplayer is completely dead and the story is not really anything special and that fat boy character sucks and is annoying. I'd recommend Max Payne 2 and 3 over this."
230,1,0.7069,"run, work, fix, even, issue, try, make, problem, new, fps","Great game when I first got it back in 2005 but on my current pc(windows 8.1, i7) it ran choppy. When I found a fix for the choppy framerate the game froze up when attempting to load the 2nd level. I uninstalled it because it's just not worth the headache."
231,1,0.9575,"run, work, fix, even, issue, try, make, problem, new, fps","BLUF: Get it if you like FPS's and want to put in the effort to fix the numerous graphical concerns.

Alright, so I *would* prefer to recommend this game, as its generally enjoyable.

That said...

On Win10 its practically unplayable without a vast amount of needless tedium in creating special files or trying to run other wrappers about it to get it to run in anything other than the base graphics resolutions, which generally creates a great deal of issues for those with more than one monitor. And even without +1 monitors, the micro-stuttering and graphical freezes during the game will result in massive amounts of needless deaths and frustration.

I'll end this by saying I don't remember having all these issues when I first played and beat it, so it's very possible something changed along the way."
