document_no,dominant_topic,topic_perc_contrib,keywords,text
764,3,0.6591,"really, feel, make, well, much, gameplay, great, alien, story, thing",If you aren't a fan of stealth games this wont change your mind.
765,1,0.6347,"alien, time, go, hide, see, run, walk, first, save, back","I honestly can't see what everyone else claims to see in this game.

I've given it a fair chance, spending hours on it. So far the game seems to consist of walking around an empty space station, listening to audio logs and so on. It's like an old text adventure, with graphics. 

I haven't seen an alien. I don't have any weapons. I don't see any way to make progress.

I'm not wasting any more time on this."
766,3,0.5739,"really, feel, make, well, much, gameplay, great, alien, story, thing","The atmosphere in the game is great and in the beginning it was really nice, scary and enjoyable. Then it turned into annoying and repetitive thing, and most scares got replaced by frustration and waiting for alien to move away for you."
767,3,0.5398,"really, feel, make, well, much, gameplay, great, alien, story, thing","[i]That's amazing. What is it?[/i]

Let's start with a big clap for the absolutely gorgeous visuals, sound and music - full of nostalgia and genuine respect for the franchise. The game is beautiful. All those involved with developing the assets, world, sound and music should be congratulated. A lot of hard-work went into nailing the atmosphere from the first film and it comes together really well. It runs well in 4K and captures that grimy 70's vision of the future that Alien did so well.

[i]Anybody ever tell you you look dead, man?[/i]

Unfortunately that's where the praise ends. The game itself revolves around walking/crouching from point to point, spending 30% of the time hiding, 20% of the time walking, 40% of the time dying (only to repeat the same crap over and over again from the last save point) and 10% pressing buttons. It's a true exercise in frustration - The gameplay just isn't there. Yeah it nails the horror vibe - but rather than being scared, it just gets you annoyed. The save mechanic - while no doubt implemented to add to the sense of loss upon a death - makes things far more annoying than they should be as well. You will die a lot - and in doing so will just be spending your time replaying the same areas over and over again.

What on earth did they do to the Alien as well? Rather than hiding in the shadows for an opportune moment to strike like a stealthy panther waiting to pounce, this one stomps around upright in full view with what sounds like clogs on. It sticks to you like glue, but is seemingly unable to see you behind a chair. I can't help but think they turned the Alien into more of a clanky, loud Terminator than a stealthy predator like it should be.

[i]If we ain't out of here in ten minutes, we won't need no rocket to fly through space[/i]

Clearly not the game for me - and I say that with genuine sadness. I wanted to adore it. I avoided this one on launch because I feared it would be like this... and I should have ""listened"" to myself. I was persuaded by a friend to pick it up on sale, but no amount of adoring the source material can persuade me that this game is anything other than a mess. As much as I want to continue, if only for the story and atmosphere, I just can't - especially since from what I read, the game is long and the last half is a slog. At this point, I would only be playing because of love for the franchise and curiosity for the story - not enjoyment (it pains me to say). Will I continue with it despite all this? Not sure. Time will tell...

[i]Micro changes in air density, my ass.[/i]

Lovers of stealth and horror games will probably get more out of it than I have. But when even the stealth mechanic (which is the majority of actual gameplay) is lacklustre, boring and frustrating, I would steer away from it in favour of games that do it better. Loving the Alien franchise is not enough here... sadly.

[i]...we're still collating.[/i]

[b]Jimbo Rating: 6/10[/b] (because of the effort put into making the game world as brilliantly as they had)."
768,0,0.4993,"bug, work, crash, fix, review, buy, issue, break, try, problem",Too damn scary even for a hood nigga like myself. This got me shiverin' in my jordans.
769,1,0.6304,"alien, time, go, hide, see, run, walk, first, save, back","Advantages:
- good graphics
- good sound
- scary in the beginning only, when you do not know what to expect 
- alien can not see you if you hide behind a flower or chair, small table

Disadvantages:
- Alien is always around you, whatever you do, wherever you are, you can be killed and replay  a couple of your last hours

- Alien can smell you, because of that you can not hide from him
- Alien can teleport to you and kill, even if he is locked in panic room, teleported an killed me during  quest dialog, lol
- You are visible in complete, total, black hole dark spots by humans, and of course alien
- you are visible by miles away under table  within darkness 
- it is not possible to run away from alien 90% if he spots you, you are dead
- dumb tasks and tooltips, really, 80% of time you do not hide, you are looking for something, you do not know where or what it is and how to get it. I used youtube guides to figure WT* I must to do for many tasks.
Unless you fond of amnesia, this one brainf**k definitely for you.
- saves,***king s**t, you may spent 40 minutes hiding, checking rooms, collecting stuff, and then you got killed with one shot by alien, next stage is to remove this game and get refund or repeat your sex with alien
- alien headshot with 0.45 revolver does 0 dmg to him, it even not stun or scares him at all. Do bother wasting ammo 
- alien can here you in distance 20-25 meters, your movement sensor is 10 meters
- if human try to kill you and alien kills any of your enemies, you loose, cool yes? How about enemy of my enemy is my friend? No? Ok.
- alien is always around you wherever you are on Death Star station. 1 alien is everywhere and nobody can kill it. 
- if you stealth kill human, alien will hear you on the other end of the galaxy
- alien is immune to fire, flame thrower 500 ammo waster, 0 result

Verdict:
Buy only with huge discount  75%+ and more. 
As horror, I would recommend Outlast and Slenderman. 
Best horrors I played. Here? I spent 10 minutes hiding, 2 minutes crouching and 30 sec running, after that I am dead and repeat it many times until  game was finished.  As a result, I can say, that is not a horror, but a waste of time.
Game is NOT scary at all, a little in the beginning only. I am really tired of dying and replaying every 5 meters, it consumed most of time , 90% played time replaying"
770,3,0.4542,"really, feel, make, well, much, gameplay, great, alien, story, thing","I am so torn about this review.  If there was a Meh option, I would rate it as that.  Like many others, I hold the Alien movies as my favourite Scifi horror ever since I saw Alien when I was like 9 and it scared the crap out of me.

Ultimately, I think this game fails as a game but is definitely a mostly solid Alien experience.  First off, if this is the first time playing it, do yourself the biggest favor and choose and easier difficulty.  I started on the hardest (which is what I always do in stealth games) and got so frustrated I almost uninstalled; instead, I dropped the difficulty to the level above the lowest.  The reason why?  The AI is not forgiving....at all.  I got so fed up of waiting 5 minutes in a locker for the damn Alien to leave.  

I see this 'game' as more of a exploration/walking-sim.  The level design and textures are very high quality.  Voice acting and sound effects are quite good too.  Music, I thought was spirited well from the source material.  A lot of adventuring back to places you've been before to unlock new stuff.  The problem as a game though was I really didn't feel I had to use my items.  Yes they were there on the odd occasion to need them but mostly, thoughtful study of your surroundings and timing make it pretty straightforward to walk where you need to go.  I didn't really consider them necessary items for survival thus most of the time, I just spend walking around (which I'm normally fine with.)

I got a couple jump scares (mostly from Working Joes lol) but I didn't find the game scary.  There were tense parts, yes, but at a point, the Alien becomes very predictable when it spawns and where it goes and that took the immersion away mostly and just got too annoying waiting for it to stop pacing.  I would've rather had a much more tense game with less frequent Alien spawns but more highly randomized/erratic travel patterns.  This way, I would've felt I had to survive those encounters more than just keep hiding until she goes away.  For the number of vent crawling you do in this game, I only had the Alien come into the vent twice!  That was not nearly enough times considering that is one of the most epic scenes of the Alien series let alone most horror movies.  The animations of the Alien were great, I just think the ferocity of the creatures would've been better suited without being able to predict when it was going to hunt you next versus another npc.

I really didn't like the consolized inventory far to cumbersome to use in action and crafting was just confusing.  Also there were way too many QTE and lever pulling interactions.  This 'game' could also be called  a 'lever pulling simulator.'

If they do a follow-up, I would still probably try it."
771,0,0.7545,"bug, work, crash, fix, review, buy, issue, break, try, problem",This Game can't run anything of low potato pc I mean you look at minimum requirements and think you can run your pc but no is frozes and crash your game. Image to Mac or Linux those laptops can exploded
772,1,0.6205,"alien, time, go, hide, see, run, walk, first, save, back","The game is a waste of money. The character doesn't have any real weapon at all except for  a flashlight and a mechanical tool, while evrything that moves wants to kill you. One is supposed to sneak in a room full  with enemies having firearms and are tightly close with each other. Absurd. Game of the year award for this crap? Really? Now i can understand how awards are given. It depends who gives the most."
773,3,0.3474,"really, feel, make, well, much, gameplay, great, alien, story, thing","Wow, what a terrible game. Let me rephrase that, what a terrible 2nd and 3rd act to the game. The first 8 hours or so are gold. Seriously, awesome sense of tension, varied enemies, interesting scenarios, then it all falls flat and the ending sucks donkey butts. Now, to be fair, I got this game for 2$ on the steam sale so I have nothing to complain about, but if I had spent 60 or 80 dollars, I would be livid. After the 1st act, most of the game is total padding, save for some cool parts in the second act. This game suffers from the ""press this button to activate the [insert sci-fi device here] which in turn needs to be controlled by the [insert scifi device here]; but wait, the diesel generator needs to be activated here first"" trope. The little mini puzzles on some computer screens as well as the hacking device were cool, but got boring after a while. I wish with each upgrade you would unlock some sort of new mini game to play on the device that allowed you to progress further, not just the arbitray level 1 - level 3 scanner that exists right now. 

As I said before though, there are good parts. The xenomorph is scary, and as you progress through the game it gets smarter, more resilient, and more deadly. The problem is, only about 30% of the game is you going 1 on 1 with the xenomorph. That's kind of a problem for a game called ""Alien Isolation"". There's not much Alien, and there's not much isolation as you're constantly surrounded by AI survivors, seegson synthetics, and ai friends that tell you what to do over comms before getting brutally murdered once they have served their purpose to the plot. 

Let me also add, for a game that touts itself as being non-combat focused, you certainly do a lot of fighting. There are whole sections of the game, specifically with the working joes that end up devolving into combat, in fact the game actively encourages it sometimes. That pretty much concludes my non spoilers talk, read further if you dare.

**SPOILERS AHEAD**

BTW I was playing the game on hard mode

jettisoning the alien for the first time felt awesome. The final quote unquote ""boss area"" was a bit different than what I was used to and the feeling of finally getting rid of that alien bastard felt great. That was only the first of three acts though. If the game had ended after act 1, I would have been happy. You could have even just slapped in the game end's cutscene and called it a day. 

Many people will crucify me for this but the whole rest of the game could have been cut and I would have been fine with it. Now granted, the second act with Appolo AI and the alien hive was kind of neat and offered something different, but even here the cracks begin to show. Downgraded textures, low poly models, the start of the ""what the hell am I actually doing anyways I'm just pressing buttons and starting generators"" feeling. In other words, it becomes tedious, and you finding out that the whole first quarter of the game was literally for nothing since there are hundreds more xenomorphs onboard the station did not feel very rewarding to me. It's around this point in the game that you get the bolt gun and you have officially completed your arsenal so there is literally nothing more new in the game after this point.

After you clear the hive, the game majorly starts to drag. You get a few more cool moments where seegson synthetics are fighting humans, find out your buddy got impregnated by a face hugger (btw sorry I don't remember a single side character's name they are all soooo forgettable and most of them interact with you through a plexiglass window so sorry). I honestly have barely any recollection of this section of the game since I was so bored that my body went onto autopilot (I am not joking). Oh yeah, I almost forgot, the first of two spacewalk sections. These parts of the game alone take up easily 20 minutes each, and feature little to no dialogue at all, snail's pace movement, and the classic Alien isolation pressing buttons then thing happens that progresses the game. This was when I realized what the word ""padding"" meant in relation to game design. At one point you have to get through a room chocked full of xenomorphs that literally spawn out of a vent on the top of the staircase and make their way down to the command room below. I saw them spawning!!! This completely ruins the tension created in earlier acts, and legitimately made me think the devs had run out of ideas. 

Then bam, right as your about to put on your spacesuit the devs put a vent above the spacesuit cupboard and boom, instead of killing you they drag you down to another hive area where, you guessed it, nothing happens! There is about 30 minutes or so where you are just crawling through low poli debrey that looks like it's straight from half life 2 while shooting facehuggers that pop up out of nowhere. During this time you can have totaly disregard for noise even though you are literally in a xenomorph hive (according to the radar) because video game. In this area you also get on of my favourite parts of the game (certainly not sarcastic), the train section. Because apparently even while the entire station is falling apart, people still need to use public transport. Oh, you thought maybe the trains would come by in a pattern with specific time intervals between each train where you would have to progress to the next safe area? Wrong! They are triggered by your character model reaching a specific point (Ie scripted event that kills you if you're not fast enough). You do eventually make it to the nostromo, but wait, there's a xenomorph randomly on board with no explenation, hit left and right to trap it in the airlock and kill yourself. What a joke.

Overall, this game is a 6.5/10 for me. It's definitely above average and there are real feelings of tension in some parts, but it gets bogged down by filler content, non-xenomorph parts that are too combat focused, and lack of progressions after the second act.



"
774,3,0.4361,"really, feel, make, well, much, gameplay, great, alien, story, thing","For me, a first impression plays a crucial part in my fondness of a video game I play, and in this case Alien:Isolation has disappointed me. The barely moving, robot-like characters, poor story line and the lack of plot logic all had a role in this. It just feels like as if you are watching an american movie, with the film-like music, scripted events (cracks and noises), which might be good for some, but for me it made it much less scary and atmospheric. The thing I hated the most and which stopped me from further trying to progress in the story is the total lack of interaction of the main character with the atmosphere. She can only say: ""Oh, what happened here"", when seeing a deserted terminal, however she completely ignores packed dead bodies lined up in one of the rooms. So lazy. 

If you want a game with scary atmosphere and engaging plot, do not buy this."
775,3,0.8046,"really, feel, make, well, much, gameplay, great, alien, story, thing","I'm not sure why this game has so much hype. 

The production quality, graphics and voice acting are all obviously up to AAA standard. The voice acting is especially brilliant - some of the best I've ever heard in a game. It's certainly well made. The audio design is fantastic.

However, as a game, I just don't think it's very good. It doesn't play well. It doesn't seem to direct you very well as a player. Most of the time I have no idea where I'm supposed to go. I keep randomly dying to NPCs and the Alien itself, but usually without any kind of visual / audio warning. It all just feels a bit clunky.

As for the horror, personally, it just really misses the mark for me. It's feels stale and predictable. The build-up is monumentally long for a horror game, and the payoff is such a disappointment. As an avid fan of horror games, I can say this is probably the least frightening game I've ever played when accounting for the time year it was released, hardware limits at the time, budget, setting, etc. If you want a better game and a more frightful experience, maybe stick to Dead Space, Resident Evil, Outlast, Amnesia, Subnautica, Evil Within or Penumbra.

Misses the mark for me. If you're easily scared, you might enjoy it."
776,1,0.4416,"alien, time, go, hide, see, run, walk, first, save, back","When first played all went well,I achieved a lot of advancement. But the game has now stopped daily updates,and I have been all over the areas to no avail,no place is found for switching power on doors,items I have found have now vanished. Now it is just log on and go round and round and round. This game is one of those that let's you get so far,and then nothing,just a dead ended game."
777,3,0.4827,"really, feel, make, well, much, gameplay, great, alien, story, thing","this game is ok.  i got to chapter 11, then uninstalled.  it is kind of a mix between resident evil and outlast.  that sounds a great thing except the game doesn't really offer anything original.  and because of that, the game feels very repetitious after a while doing the same maze crawling and hiding.  imo alien lasts about twice as long as it should!"
778,3,0.625,"really, feel, make, well, much, gameplay, great, alien, story, thing","Just read the IGN review. It nails my thoughts. What felt, initially, like a great idea and genuinely scary and stressful survival game, becomes diluted by the endless repetitiveness and the constant padding and moving of the goal. I ended up watching someone else playing it on YouTube and fast forwarded about half of it."
779,3,0.5321,"really, feel, make, well, much, gameplay, great, alien, story, thing","If i'm gonna be honest I have very little idea as to why this game is so well-received. To put it simply this game is all style and about nothing else. Yea, it looks cool and yea, it's got atmosphere, no, this isn't a good game as far as I'm concerned. This is a game where you will spend 30 minutes wandering around bored out of your mind with little idea of what to do just to get killed unfairly out of nowhere. Yea, no thanks."
780,3,0.4894,"really, feel, make, well, much, gameplay, great, alien, story, thing","Sure cure for insomnia.   Boring rubbish, poor game design.   It was worth four bucks to try."
781,3,0.2621,"really, feel, make, well, much, gameplay, great, alien, story, thing",Might be a fun game idk because after every cutscene the game goes into slow motion for some dumb reason.
782,3,0.591,"really, feel, make, well, much, gameplay, great, alien, story, thing",Well... What can I say about this game.. Here is my very short review with 55.4 hours as I just completed the game.. I thought the game was going to be way better than what it was. I was really excited about this game when it came out  as I was about all the Alien movies. I thought that this was going to be a new fresh start for alien games to make up for past failures. Not True. I actually felt that I wasted 55.4 hours of my precious life that I can never get back and I could of played something way much better and here are some of my reasons. The game is WAY too long and very repetitive I could not wait for it to end 3/4 of the way though. Aliens can not be killed and it the same repetitive alien hunts you down the entire game till the end when you have 2 to 3 really lame ones. Some of the alien encounters are scripted in no matter how quiet you are. The maps go back and fourth and sometimes confusing with too many tasks to complete. There is a lot of hiding which slows the game way down expecially on harder levels. The story line could have been much better... got lost with it sometimes seems like they just threw it together at times. The ending was the worst.... horrible for this game. Pretty sad.. Expected much more. Really.... Looks like it was rushed or maybe lack of funds. Figured there was going to be something interesting in the credits... Nope Nothing... Really surprising. My suggestion is to if you want a really awesome intense Sci-Fi game. Stick to DEAD SPACE and stay away from this one..
783,3,0.3686,"really, feel, make, well, much, gameplay, great, alien, story, thing","The AI makes this game horrible. It's good otherwise. Use the mod to make the pistol force the alien to retreat and the mod to randomize the alien. Otherwise the alien seems so fake that I can't take the game seriously. They use a bunch of AI tricks to make the alien ""scary"" but people who play a lot of games see right through it. Watch the alien teleport in the video below. When you play the game, you'll feel like the alien is teleporting around too. This confirms it.

https://www.youtube.com/watch?v=vWkBrkJdQpk"
784,0,0.4445,"bug, work, crash, fix, review, buy, issue, break, try, problem",some missions have bugs and you have to restart them from scratch in order for some NPC actions to activate
785,1,0.3688,"alien, time, go, hide, see, run, walk, first, save, back",Would not let me access one of the first 2 NPCs at the very beginning to continue the story. Either the door to Taylor stayed locked or the android guy wouldn't respond and wouldn't trigger the story.
786,1,0.4237,"alien, time, go, hide, see, run, walk, first, save, back","Hate the stupid handheld puzzle matcher; stuck at five symbols, tryin to reach ...? from the ambulance bays. I Give up."
787,1,0.4673,"alien, time, go, hide, see, run, walk, first, save, back","The game had a lot of good reviews, but for me it felt like a door opening simulator."
788,3,0.6673,"really, feel, make, well, much, gameplay, great, alien, story, thing","If you are into hide and seek, this game is for you.
If you don't mind waiting around for 20 minutes while the alien is stalking up and down not giving you a chance to make a run for it, you'll enjoy this.
The graphics are spectacular, as is the atmosphere and sound design, truly something to behold.
Heart pounding and shit in your pants tension. 
Regrettably I cannot recommend Alien Isolation as it is TOO SLOW.  I mean VERY slow.
If you like tense, atmospheric slow games, you will definitely enjoy this.
I think this could had been better as an action adventure shooter rather than the greatest game of hide and seek ever played. 
Some will enjoy it, others wont.

BTW the ending sucks mega balls."
789,1,0.5707,"alien, time, go, hide, see, run, walk, first, save, back","Graphics, story, and the detailed world are all great, everything else sucks. You are much too weak in the game, you'll spend most of your time hiding in a storage compartment of some kind while the alien (or android) walks back and forth in front of you. If he sees you, don't bother running as 99% of the time you will be killed. Saving occurs only at certain spots which means when you screw up or lose patience after hiding for 20-30 minutes and get killed, you will be forced to replay from the save point to the scenario you are trying to complete. Guns work sometimes, flamethrower only buys you safety for a bit. The game is highly polished in its looks and feel but still a turd on the inside. A highly polished turd I'm sure you may actually like if you enjoy the Aliens series or are a fan of punishing survival horror.

I guess people find this fun? I don't get it."
790,3,0.4085,"really, feel, make, well, much, gameplay, great, alien, story, thing",boring
791,3,0.4606,"really, feel, make, well, much, gameplay, great, alien, story, thing","I wanted to like this game, but it has too many frustrating flaws. I recommend only getting this in a deep sale, and if you don't like it, watch one of the youtube ""movies"" of this game instead.

The Good:
Nice graphics.
Decent story and atmosphere.
Adequate sound design.
Neat immersive interface (including quick-save system). nearly no HUD.

The Bad:
Its a console port with annoying QTEs and very clunky controls. Sometimes the controls don't even respond, resulting in player death.
The main stealth gameplay is cheap and un-intuitive - the alien has no peripheral vision and can't see you 5m right in front of it as long as you break line of sight within 2 sec, yet homes in on you when you are far away making no noise. It often ignores loud environmental noises, but always hears player footsteps, further breaking my sense of immersion.
Poor game pacing - you're hunted almost all the time, so it just gets repetitive and tedious.
Overly scripted scenes that are predictable and play loose with internal logic.
Difficulty feels inconsistent, and there is a lack of difference between all difficulty levels - ""novice"" felt just as hard as ""hard"".
Sound cues lack consistent positioning and distance information, which can be confusing
Level design is restrictive - mostly repetitive corridors and square shaped rooms with lots of conveniently placed cover.
Poor facial expressions and bad lip sync.
PC mouse control has a dead zone and a lot of smoothing."
792,3,0.7092,"really, feel, make, well, much, gameplay, great, alien, story, thing",Atmosphere is nicely done. Gameplay is terrible and repetitive. Everything feels needlessly drawn out and padded.
793,2,0.6063,"enemy, make, gun, player, system, human, save, kill, weapon, level",This is less of a stealth survival/horror and more of a puzzle survival/horror game. Not what I was expecting and frankly the mechanics are not enjoyable.
794,3,0.4466,"really, feel, make, well, much, gameplay, great, alien, story, thing","So far I have had these problems.

-The game has in game mouse acceleration that yo cannot turn off but you can kind of get used to it but it takes some time.
-The game started to stutter while running and walking ( I have Nvidia GT 740, Ram 8 and core i7 CPU)
-the game has random bugs (a gun floating in air for no reason at a random place)
-the gameplay isn't smooth

Edit:
so , yeah, I just stopped playing it yesterday cause it wasn't fun anymore. I'm so angry with all the people who said Alien is better than Frictional Games. only an ignorant player would say something like that. I'm19 HOURS into this game and the story hasn't progressed much. I mean, I finished Amnesia : the Dark Decent in 17 hours and the story was a master piece packed with amazing details.

All in all, this game is just another franchise that is made to make a quick buck. 

In my opinion, if you wanna try this game, only buy it if it is on really good sale. I bought it on a 95% discount so I don't regret paying the money but I regret putting this much time into it.

Edit: I watched the whole game on Markiplier on youtube. The game has some positives of course but overall, I still consider this a waste of time and money and a pretty bad game"
795,3,0.7773,"really, feel, make, well, much, gameplay, great, alien, story, thing","Alien Isolation is not by any means a bad game and has some good points, such as the setting, graphics and the early game. I cannot give this game a positive review however because It was tiring to finish. By the 8 hour mark it starts to get repetitive. By the end I was straight up bored of the horror, which remained more or less the same for last half of the game after the alien first appears. I finished the game as I wanted to complete it but it felt like more of a chore and I wasn't enjoying the gameplay. This doesn't mean you won't enjoy it, especially at first, but it wasn't for me and I believe there are better horror games out there."
796,1,0.4587,"alien, time, go, hide, see, run, walk, first, save, back","I personally do not understand why this game gets such high praise... 
If you are a big fan of the movies you'll probably enjoy it, if not this game is more frustrating than enjoyable and several hours too long.
It is repetitive, power in this area is out. Restore power before moving on. Ripley can't jump, not even step over basic obstacles. WHY?
Have gaming standards dropped that low that an average licensed game can get such high praise? We have forgotten what good is. One section where I am being hunted the alien disappears up a vent. I walk around a corner to find it just there. What?! How did you get there all of a sudden?! There are no vents overhead at this point. Unless you have fire you have ZERO chance of escape if you are spotted by either the alien. Its 8 legged offspring can be shot but why is this small thing a one hit kill?!. Yet Ripley can take a bullet or two...
Visually it holds up well but that's about it.
Oh the Working Joe's are scarier than the alien itself. Kind of a problem when the game is centred around an alien. 

Verdict;
If you are a fan of the movies then get it. Everyone else, at least wait for a good sale."
797,3,0.6326,"really, feel, make, well, much, gameplay, great, alien, story, thing","At the very least don't bother with nightmare difficulty. Only seems to make an already disappointing game that much worse. There are free survival horror games out there that are much better. 

"
798,1,0.4681,"alien, time, go, hide, see, run, walk, first, save, back","Potentially very likeable game. Killed by the save system. Dying, repeating the same 10-15 minutes again. Again dying, repeating the same 10-15 minutes third time again. And again. And again. Sure, don’t die and problem solved.

This is a frustrating waste of time.

Edit: Install the mod where the alien ignores you and this is an excellent exploration story adventure. Finished the game and liked it. Still, won't change the dislike because of the out-of-the-box fail."
799,1,0.7408,"alien, time, go, hide, see, run, walk, first, save, back","I'm all for realistic survival horror but the AI in this game is baffling and dumb. Here's a scene from around an hour into the game:

Walk into a room with 3 people who will shoot you on site. Why will they shoot? Because. 

Anyway, so I gotta distract them so I can sneak by. OK cool. Makes sense. Except there's really nothing nearby to distract them with. Oh wait, there's a road flare over here... Um... I guess that's distracting, but if I light this thing, they're just gonna see me do it and immediately be drawn to me.

*spends 5 minutes looking for an alternative*

Ok fuck it, I'll light the road flare. If I die, I'll reload the save.

*Crouches behind a small box and lights the flare*

*Flare erupts into a gigantic explosion of light and noise from behind a small box in the corner*

Oh fuck the entire side of this room lit up is bright red! They're gonna shoot me!

*Panic throw the flare over their heads to the other side of the room*

""Did you guys hear that"" - NPC

""They're using flares now!""  - Other NPC

*Casually sneak by while rolling my eyes*

- end scene - 

Honestly, I haven't even seen the Alien yet, but I've read years of reviews GUSHING over the AI in this game and I just don't get it.  Oh well. 
"
800,1,0.5192,"alien, time, go, hide, see, run, walk, first, save, back","Restore Power, Device Invalid, Power Level Too Low, Incorrect Password, Door Locked. 
These are things that you will see way too many times. The game is great but the end game ruins everything by throwing you repetitive tasks over and over again and making your grind through the unsatisfying ending. great concept, great ambience but the game gets soooo repetitive after an hour and half into it. It makes you come back to previous zones for no reasons. sometimes youll face a terminal that you could just use because you clearly see its meant to restore power but it wont let you until you go to the objective and trigger the cutscenes that tells you you need to restore power. so you go back to that terminal which is all the way at the beginning of the zone and turn on the power that you wanted to activate in the first place.... the graphics and AI are awesome but im playing games for gameplay. This game is repetitive AF."
801,0,0.4422,"bug, work, crash, fix, review, buy, issue, break, try, problem",Fucking Garbage dont buy this piece of shit
802,3,0.4338,"really, feel, make, well, much, gameplay, great, alien, story, thing","I want my 2 bucks back. I feel robbed having finished this thing. 

The game aint perfect by any measure, but is fine as far as gameplay goes. There are some boring and extraneous feelings segments, and the arbitrary nature of the alien mechanics, can be really annoying at times. But all  in all, it's fine as far as actual game play goes.

The real star of the thing is the atmosphere,. It is frigging amazing. Alien is one of my all time fav things in the world, and this game recreates that world down to the smallest details. I seriously can't praise that side of the thing enough.

However... What kills the thing though, is the ending. It just sucks. Big time. So before you commit to the slog, be forewarned that the thing does not have a real ending. It just ends - after a steady increase in stakes, building to a big finale. But instead of that, it just ends with a frigging quick time event, followed by a short cinematic scene. You know, one one of those lazy dumb and irritating ""oh my, I wonder what happened"", open to interpretation BS deals.

All the time I put into this game... Wasted. Shouldn't have bothered with tags, logs and extra stuff or achievements. All that extra effort just aggravates the piss poor ending. No closure no nothing. No feeling of accomplishment. Sad really.

Lucky for me I bought it at that recent super sale. Though, even if I had paid full price, I really wouldn't care  care about the money. What I want back is all the time I wasted. Life is too precious to be squandered on a game with this weak story. Meh.

I'm sure there are those who think it was a smashing ending, and if you are one of those, then good for you. But if you are like me, and like to have some closure, and preferably a feeling of having accomplished something by the end, then this is definitely not the game for you."
803,3,0.5551,"really, feel, make, well, much, gameplay, great, alien, story, thing",Perfect GOTY horror to fucking fall asleep
804,1,0.5959,"alien, time, go, hide, see, run, walk, first, save, back","The alien is far, far too sensitive to any kind of input. The detection is either ""I can smell you from 30 feet away"" or ""I can't see you 2 feet in front of me"", and even when it can't tell where you are the narrow hallways and it's huge speed advantage over you even while casually walking means that you can't escape it, which means you can't progress at all. I really wanted to like this game and see what everybody else has seen in it, and I did in the early levels (all the areas before the medical bay are absolutely gorgeous and absolutely terrifying in the best way), but in the end all I got was frustration and a brick wall to smash my head against."
805,3,0.6315,"really, feel, make, well, much, gameplay, great, alien, story, thing","Thrilling at the beginning, wears out after some hours and drags on so long that it completely erases any fun I once had. Towards the end I just wanted to get it over with and than the end is anything than rewarding."
806,0,0.4575,"bug, work, crash, fix, review, buy, issue, break, try, problem","Hide in a box, or behind a box times n... boy is this proper fun or what! This game is absolutely a choir to play, but I'm gonna finish this game so help me God... and then delete forever. It is that bad.

Obstacles, xenos, humangs, bishops, etc are just artifically there to prolong your flat play experience, and none of them aren't any fun. They just walk around like retards, you can't bull them to battle royale, can't dare them to airlock, can't pickpocket a nade under xenos stones or anything. 

If you like to play in and around a box, get this game. Draw wheels on it and it's a car."
807,3,0.4703,"really, feel, make, well, much, gameplay, great, alien, story, thing","Couldn't recommend the game because the 2nd half just lets it down:

Pros:
+Great atmosphere
+Great soundtrack and audio
+First 3-4 hours is pretty good in terms of horror.
+Graphics pretty good for 2014.
+Alien AI is alright, its pretty unpredictable compared to other enemies in this game. (However, sometimes it just completely ignores you entering a locker right infront of it, either it is toying with me or just missed me).

Cons:
-Game no longer scary after 2nd half, especially with flamethrower and after [spoiler] the alien is ejected from station and there is no alien for another 3 hours.  [/spoiler]
-Human AI is trash and inconsistent, either they see you in pitch black a mile away or they miss you when you're right infront of them. Also, the humans appear incredibly stupid, there are occasions where they know the alien is nearby but for some reason will still decide to shoot you; therefore attracting the alien and killing them.
-The gameplay becomes extremely repetitive in 2nd half, every time you complete an objective something breaks and you have to backtrack to fix a generator or press a button, artificially increasing the length of the game. This padding of time is the worst in space EVA sections where you are unable to run and have to walk for about 10 minutes to a button and 10 minutes back to the space station. [spoiler] Especially the end, wtf were they thinking when the last objective in the game is to manually prime 4 explosives, each of which take around 15 seconds of animation. [/spoiler]

Overall, I can't recommend the game for the 2nd half, it no longer becomes fun and the alien just becomes a nuisance rather than scary. Perhaps if they ended the game at an earlier point ([spoiler] eg after destroying the NEST in reactor core [/spoiler] it would have been a better game.

Edit: I would recommend this game on an extremely cheap sale, I got it for around 2 pounds. I would definitely not recommend the full price game."
808,3,0.855,"really, feel, make, well, much, gameplay, great, alien, story, thing","The atmosphere and world building is perfect, but the star of the show, the Alien, is overused and overtuned to the point it was no longer scary. It was annoying."
809,0,0.5838,"bug, work, crash, fix, review, buy, issue, break, try, problem","this game is so buggy it's ridiculous. i can't advance at all because i get a save error when it tries to autosave at the end of mission 3. i have tried to run as an admin as the internet suggested, but the issue persists. when i first started the game, i couldn't get past the first mission due to a common error and had to restart once already. i frequently see guns and other objects floating in the air in the world, and have noticed other graphical errors throughout. a quick google shows i am far from alone in this experience. im glad i only paid $2 for this game, but i still think that was $2 too many.

bad code=bad experience"
